-0.5,0,-0.49,1,0,0
-0.5,0,-0.3811111111111111,1,0,0
-0.5,0,-0.27222222222222225,1,0,0
-0.5,0,-0.16333333333333333,1,0,0
-0.5,0,-0.05444444444444446,1,0,0
-0.5,0,0.054444444444444406,1,0,0
-0.5,0,0.16333333333333333,1,0,0
-0.5,0,0.27222222222222214,1,0,0
-0.5,0,0.38111111111111107,1,0,0
-0.5,0,0.49,1,0,0
0.5,0,-0.49,-1,0,0
0.5,0,-0.3811111111111111,-1,0,0
0.5,0,-0.27222222222222225,-1,0,0
0.5,0,-0.16333333333333333,-1,0,0
0.5,0,-0.05444444444444446,-1,0,0
0.5,0,0.054444444444444406,-1,0,0
0.5,0,0.16333333333333333,-1,0,0
0.5,0,0.27222222222222214,-1,0,0
0.5,0,0.38111111111111107,-1,0,0
0.5,0,0.49,-1,0,0
-0.49,0,-0.5,0,0,1
-0.3811111111111111,0,-0.5,0,0,1
-0.27222222222222225,0,-0.5,0,0,1
-0.16333333333333333,0,-0.5,0,0,1
-0.05444444444444446,0,-0.5,0,0,1
0.054444444444444406,0,-0.5,0,0,1
0.16333333333333333,0,-0.5,0,0,1
0.27222222222222214,0,-0.5,0,0,1
0.38111111111111107,0,-0.5,0,0,1
0.49,0,-0.5,0,0,1
-0.49,0,0.5,0,0,-1
-0.3811111111111111,0,0.5,0,0,-1
-0.27222222222222225,0,0.5,0,0,-1
-0.16333333333333333,0,0.5,0,0,-1
-0.05444444444444446,0,0.5,0,0,-1
0.054444444444444406,0,0.5,0,0,-1
0.16333333333333333,0,0.5,0,0,-1
0.27222222222222214,0,0.5,0,0,-1
0.38111111111111107,0,0.5,0,0,-1
0.49,0,0.5,0,0,-1